Completed training for unit_2=32, dropout=0.1, dense_units=16, batch_size=16, epochs=25, training_error_rate=0.0003123246133327484, training_accuracy=0.007201444823294878, testing_error_rate=2.890134601329919e-05, testing_accuracy=0.003915649838745594
Completed training for window=30, unit=32, dropout=0.3, dense_units=16, batch_size=16, epochs=200, training_error_rate=0.00033276749309152365, training_accuracy=0.009357722476124763, testing_error_rate=3.268185901106335e-05, testing_accuracy=0.004228964913636446, MASE: 1.6673667430877686
Completed training for window=30, unit=32, dropout=0.3, dense_units=16, batch_size=32, epochs=50, training_error_rate=0.0003035036497749388, training_accuracy=0.007457671221345663, testing_error_rate=3.3459538826718926e-05, testing_accuracy=0.0042259106412529945, MASE: 1.6289101839065552
Completed training for window=30, unit=32, dropout=0.3, dense_units=16, batch_size=32, epochs=100, training_error_rate=0.0003669730795081705, training_accuracy=0.0083677489310503, testing_error_rate=3.532148912199773e-05, testing_accuracy=0.004330688621848822, MASE: 1.7629365921020508
Completed training for window=30, unit=32, dropout=0.3, dense_units=16, batch_size=32, epochs=200, training_error_rate=0.0003787198511417955, training_accuracy=0.008866816759109497, testing_error_rate=3.863028541672975e-05, testing_accuracy=0.004566611722111702, MASE: 1.8504905700683594
Completed training for window=30, unit=32, dropout=0.3, dense_units=16, batch_size=64, epochs=50, training_error_rate=0.0006585133378393948, training_accuracy=0.012434789910912514, testing_error_rate=5.505236185854301e-05, testing_accuracy=0.005501304287463427, MASE: 2.389613628387451
Completed training for window=30, unit=32, dropout=0.3, dense_units=16, batch_size=64, epochs=100, training_error_rate=0.00045351835433393717, training_accuracy=0.009232616052031517, testing_error_rate=5.1295133744133636e-05, testing_accuracy=0.005233305972069502, MASE: 2.1075327396392822
Completed training for window=30, unit=32, dropout=0.3, dense_units=16, batch_size=64, epochs=200, training_error_rate=0.0006629767594859004, training_accuracy=0.010414416901767254, testing_error_rate=6.091653267503716e-05, testing_accuracy=0.005996563006192446, MASE: 2.3797171115875244
Completed training for window=30, unit=32, dropout=0.3, dense_units=32, batch_size=16, epochs=50, training_error_rate=0.00033957898267544806, training_accuracy=0.009532414376735687, testing_error_rate=2.8466436560847796e-05, testing_accuracy=0.003972026985138655, MASE: 1.6754833459854126
Completed training for window=30, unit=32, dropout=0.3, dense_units=32, batch_size=16, epochs=100, training_error_rate=0.00029942774563096464, training_accuracy=0.007916382513940334, testing_error_rate=3.006649058079347e-05, testing_accuracy=0.004089510068297386, MASE: 1.601691484451294
Completed training for window=30, unit=32, dropout=0.3, dense_units=32, batch_size=16, epochs=200, training_error_rate=0.0003224738175049424, training_accuracy=0.009182809852063656, testing_error_rate=3.231439768569544e-05, testing_accuracy=0.004276066552847624, MASE: 1.5961681604385376
Completed training for window=30, unit=32, dropout=0.3, dense_units=32, batch_size=32, epochs=50, training_error_rate=0.0004241096321493387, training_accuracy=0.010062922723591328, testing_error_rate=3.846202162094414e-05, testing_accuracy=0.004502563271671534, MASE: 1.8805655241012573
Completed training for window=30, unit=32, dropout=0.3, dense_units=32, batch_size=32, epochs=100, training_error_rate=0.00042791824671439826, training_accuracy=0.010537213645875454, testing_error_rate=4.4614349462790415e-05, testing_accuracy=0.004884161986410618, MASE: 1.979923129081726
Completed training for window=30, unit=32, dropout=0.3, dense_units=32, batch_size=32, epochs=200, training_error_rate=0.0004587471776176244, training_accuracy=0.009517215192317963, testing_error_rate=4.885079033556394e-05, testing_accuracy=0.0051050647161901, MASE: 1.9789599180221558
Completed training for window=30, unit=32, dropout=0.3, dense_units=32, batch_size=64, epochs=50, training_error_rate=0.00060660345479846, training_accuracy=0.010549372993409634, testing_error_rate=6.48912027827464e-05, testing_accuracy=0.005904737394303083, MASE: 2.3031651973724365
Completed training for window=30, unit=32, dropout=0.3, dense_units=32, batch_size=64, epochs=100, training_error_rate=0.0004341064777690917, training_accuracy=0.008574952371418476, testing_error_rate=4.834122955799103e-05, testing_accuracy=0.005015405360609293, MASE: 2.0016958713531494
Completed training for window=30, unit=32, dropout=0.3, dense_units=32, batch_size=64, epochs=200, training_error_rate=0.0006880990695208311, training_accuracy=0.010342600755393505, testing_error_rate=6.529499660246074e-05, testing_accuracy=0.005983589682728052, MASE: 2.465334415435791
Completed training for window=30, unit=64, dropout=0.1, dense_units=16, batch_size=16, epochs=50, training_error_rate=0.000230876132263802, training_accuracy=0.005433460231870413, testing_error_rate=2.2904201614437625e-05, testing_accuracy=0.003490795148536563, MASE: 1.3526021242141724
Completed training for window=30, unit=64, dropout=0.1, dense_units=16, batch_size=16, epochs=100, training_error_rate=0.00023098282690625638, training_accuracy=0.005575463175773621, testing_error_rate=2.3885968403192237e-05, testing_accuracy=0.0035811658017337322, MASE: 1.3667618036270142
Completed training for window=30, unit=64, dropout=0.1, dense_units=16, batch_size=16, epochs=200, training_error_rate=0.00026649836217984557, training_accuracy=0.006755203008651733, testing_error_rate=2.5284023649874143e-05, testing_accuracy=0.003695039078593254, MASE: 1.4975160360336304
Completed training for window=30, unit=64, dropout=0.1, dense_units=16, batch_size=32, epochs=50, training_error_rate=0.00024996191496029496, training_accuracy=0.0060718730092048645, testing_error_rate=2.9675020414288156e-05, testing_accuracy=0.0039454554207623005, MASE: 1.5073890686035156
Completed training for window=30, unit=64, dropout=0.1, dense_units=16, batch_size=32, epochs=100, training_error_rate=0.00024329953885171562, training_accuracy=0.005849607288837433, testing_error_rate=2.832454993040301e-05, testing_accuracy=0.0038702001329511404, MASE: 1.4660502672195435
Completed training for window=30, unit=64, dropout=0.1, dense_units=16, batch_size=32, epochs=200, training_error_rate=0.00024321215460076928, training_accuracy=0.00591058237478137, testing_error_rate=2.8831573217757978e-05, testing_accuracy=0.003905743593350053, MASE: 1.4805691242218018
Completed training for window=30, unit=64, dropout=0.1, dense_units=16, batch_size=64, epochs=50, training_error_rate=0.0003119213506579399, training_accuracy=0.0070276143960654736, testing_error_rate=4.050458665005863e-05, testing_accuracy=0.0045686992816627026, MASE: 1.7327378988265991
Completed training for window=30, unit=64, dropout=0.1, dense_units=16, batch_size=64, epochs=100, training_error_rate=0.00029178912518545985, training_accuracy=0.006866647861897945, testing_error_rate=3.607231337809935e-05, testing_accuracy=0.00433405302464962, MASE: 1.6769204139709473
Completed training for window=30, unit=64, dropout=0.1, dense_units=16, batch_size=64, epochs=200, training_error_rate=0.00028500743792392313, training_accuracy=0.0066688102670013905, testing_error_rate=3.706926145241596e-05, testing_accuracy=0.004409787245094776, MASE: 1.6607407331466675
Completed training for window=30, unit=64, dropout=0.1, dense_units=32, batch_size=16, epochs=50, training_error_rate=0.00022791168885305524, training_accuracy=0.005397409200668335, testing_error_rate=2.2096348402556032e-05, testing_accuracy=0.0033963436726480722, MASE: 1.327048420906067
Completed training for window=30, unit=64, dropout=0.1, dense_units=32, batch_size=16, epochs=100, training_error_rate=0.00023076383513398468, training_accuracy=0.005496571306139231, testing_error_rate=2.307320391992107e-05, testing_accuracy=0.0034474721178412437, MASE: 1.362865686416626
Completed training for window=30, unit=64, dropout=0.1, dense_units=32, batch_size=16, epochs=200, training_error_rate=0.00023183482699096203, training_accuracy=0.005529505666345358, testing_error_rate=2.284383117512334e-05, testing_accuracy=0.0034570784773677588, MASE: 1.3774938583374023
Completed training for window=30, unit=64, dropout=0.1, dense_units=32, batch_size=32, epochs=50, training_error_rate=0.00023885391419753432, training_accuracy=0.005673437844961882, testing_error_rate=2.6649559003999457e-05, testing_accuracy=0.0037402610760182142, MASE: 1.431577205657959
Completed training for window=30, unit=64, dropout=0.1, dense_units=32, batch_size=32, epochs=100, training_error_rate=0.0002432176552247256, training_accuracy=0.005816988181322813, testing_error_rate=2.7728074201149866e-05, testing_accuracy=0.003825647523626685, MASE: 1.472800374031067
Completed training for window=30, unit=64, dropout=0.1, dense_units=32, batch_size=32, epochs=200, training_error_rate=0.0002311987627763301, training_accuracy=0.005387476179748774, testing_error_rate=2.4627868697280064e-05, testing_accuracy=0.0035982958506792784, MASE: 1.3846529722213745
Completed training for window=30, unit=64, dropout=0.1, dense_units=32, batch_size=64, epochs=50, training_error_rate=0.0003088031953666359, training_accuracy=0.007016798015683889, testing_error_rate=3.5674536775331944e-05, testing_accuracy=0.004309988114982843, MASE: 1.716597318649292
Completed training for window=30, unit=64, dropout=0.1, dense_units=32, batch_size=64, epochs=100, training_error_rate=0.0002719111798796803, training_accuracy=0.006324432790279388, testing_error_rate=3.3111278753494844e-05, testing_accuracy=0.004159982781857252, MASE: 1.577242374420166
Completed training for window=30, unit=64, dropout=0.1, dense_units=32, batch_size=64, epochs=200, training_error_rate=0.00031830789521336555, training_accuracy=0.006914419122040272, testing_error_rate=3.693845428642817e-05, testing_accuracy=0.004382110666483641, MASE: 1.6624342203140259
Completed training for window=30, unit=64, dropout=0.2, dense_units=16, batch_size=16, epochs=50, training_error_rate=0.0002339558704989031, training_accuracy=0.00593356741592288, testing_error_rate=2.690491237444803e-05, testing_accuracy=0.0038146257866173983, MASE: 1.3577489852905273
Completed training for window=30, unit=64, dropout=0.2, dense_units=16, batch_size=16, epochs=100, training_error_rate=0.00024002812278922647, training_accuracy=0.0059569720178842545, testing_error_rate=2.2638057998847216e-05, testing_accuracy=0.0034469179809093475, MASE: 1.4037514925003052
Completed training for window=30, unit=64, dropout=0.2, dense_units=16, batch_size=16, epochs=200, training_error_rate=0.00023954179778229445, training_accuracy=0.006102029234170914, testing_error_rate=2.702951132960152e-05, testing_accuracy=0.003800255013629794, MASE: 1.4187486171722412
Completed training for window=30, unit=64, dropout=0.2, dense_units=16, batch_size=32, epochs=50, training_error_rate=0.00025242584524676204, training_accuracy=0.006282553542405367, testing_error_rate=2.9309674573596567e-05, testing_accuracy=0.003916974179446697, MASE: 1.5268412828445435
Completed training for window=30, unit=64, dropout=0.2, dense_units=16, batch_size=32, epochs=100, training_error_rate=0.0002922345302067697, training_accuracy=0.0071198646910488605, testing_error_rate=3.5140514228260145e-05, testing_accuracy=0.004303311929106712, MASE: 1.667515754699707
Completed training for window=30, unit=64, dropout=0.2, dense_units=16, batch_size=32, epochs=200, training_error_rate=0.0002521528222132474, training_accuracy=0.006284109316766262, testing_error_rate=2.9788559913868085e-05, testing_accuracy=0.003979148808866739, MASE: 1.5505350828170776
Completed training for window=30, unit=64, dropout=0.2, dense_units=16, batch_size=64, epochs=50, training_error_rate=0.000344252388458699, training_accuracy=0.007491019554436207, testing_error_rate=4.4655072997557e-05, testing_accuracy=0.004809007979929447, MASE: 1.796057939529419
Completed training for window=30, unit=64, dropout=0.2, dense_units=16, batch_size=64, epochs=100, training_error_rate=0.0003530998947098851, training_accuracy=0.007705152500420809, testing_error_rate=4.406888911034912e-05, testing_accuracy=0.004801146686077118, MASE: 1.8108876943588257
Completed training for window=30, unit=64, dropout=0.2, dense_units=16, batch_size=64, epochs=200, training_error_rate=0.00030432199127972126, training_accuracy=0.007343515288084745, testing_error_rate=4.259528577676974e-05, testing_accuracy=0.004814973566681147, MASE: 1.7041306495666504
Completed training for window=30, unit=64, dropout=0.2, dense_units=32, batch_size=16, epochs=50, training_error_rate=0.0002488243335392326, training_accuracy=0.006393069867044687, testing_error_rate=2.3849372155382298e-05, testing_accuracy=0.003622062737122178, MASE: 1.3956955671310425
Completed training for window=30, unit=64, dropout=0.2, dense_units=32, batch_size=16, epochs=100, training_error_rate=0.0002478669339325279, training_accuracy=0.006376035511493683, testing_error_rate=2.5036466468009166e-05, testing_accuracy=0.003636220470070839, MASE: 1.4672858715057373
Completed training for window=30, unit=64, dropout=0.2, dense_units=32, batch_size=16, epochs=200, training_error_rate=0.00023550765763502568, training_accuracy=0.006002441514283419, testing_error_rate=2.2703916329191998e-05, testing_accuracy=0.00345650059171021, MASE: 1.3655320405960083
Completed training for window=30, unit=64, dropout=0.2, dense_units=32, batch_size=32, epochs=50, training_error_rate=0.00027846635202877223, training_accuracy=0.00668745581060648, testing_error_rate=3.470225055934861e-05, testing_accuracy=0.00428355485200882, MASE: 1.6066385507583618
Completed training for window=30, unit=64, dropout=0.2, dense_units=32, batch_size=32, epochs=100, training_error_rate=0.0002673655399121344, training_accuracy=0.006771268788725138, testing_error_rate=3.0365186830749735e-05, testing_accuracy=0.004015746060758829, MASE: 1.5641453266143799
Completed training for window=30, unit=64, dropout=0.2, dense_units=32, batch_size=32, epochs=200, training_error_rate=0.0002467578451614827, training_accuracy=0.006066249683499336, testing_error_rate=2.8811535230488516e-05, testing_accuracy=0.003933025524020195, MASE: 1.465423583984375
Completed training for window=30, unit=64, dropout=0.2, dense_units=32, batch_size=64, epochs=50, training_error_rate=0.0003410666831769049, training_accuracy=0.007381856441497803, testing_error_rate=4.086821718374267e-05, testing_accuracy=0.004631022457033396, MASE: 1.7779481410980225
Completed training for window=30, unit=64, dropout=0.2, dense_units=32, batch_size=64, epochs=100, training_error_rate=0.0003558131866157055, training_accuracy=0.007410173304378986, testing_error_rate=4.1592284105718136e-05, testing_accuracy=0.004659910686314106, MASE: 1.8046317100524902
Completed training for window=30, unit=64, dropout=0.2, dense_units=32, batch_size=64, epochs=200, training_error_rate=0.00032467805431224406, training_accuracy=0.007387954741716385, testing_error_rate=3.7389345379779115e-05, testing_accuracy=0.004449625499546528, MASE: 1.7504353523254395
Completed training for window=30, unit=64, dropout=0.3, dense_units=16, batch_size=16, epochs=50, training_error_rate=0.0002534241939429194, training_accuracy=0.006641387473791838, testing_error_rate=2.486711491656024e-05, testing_accuracy=0.0036482075229287148, MASE: 1.4274439811706543
Completed training for window=30, unit=64, dropout=0.3, dense_units=16, batch_size=16, epochs=100, training_error_rate=0.00025775926769711077, training_accuracy=0.006845466792583466, testing_error_rate=2.630760172905866e-05, testing_accuracy=0.003768168156966567, MASE: 1.544906735420227
Completed training for window=30, unit=64, dropout=0.3, dense_units=16, batch_size=16, epochs=200, training_error_rate=0.000246621435508132, training_accuracy=0.0065733385272324085, testing_error_rate=2.4468108676956035e-05, testing_accuracy=0.0036451416090130806, MASE: 1.415252923965454
Completed training for window=30, unit=64, dropout=0.3, dense_units=16, batch_size=32, epochs=50, training_error_rate=0.00031642219983041286, training_accuracy=0.00817047618329525, testing_error_rate=3.2292075047735125e-05, testing_accuracy=0.004204218741506338, MASE: 1.6940504312515259
Completed training for window=30, unit=64, dropout=0.3, dense_units=16, batch_size=32, epochs=100, training_error_rate=0.00026111394981853664, training_accuracy=0.006502037402242422, testing_error_rate=3.1648723961552605e-05, testing_accuracy=0.0042095910757780075, MASE: 1.5161406993865967
Completed training for window=30, unit=64, dropout=0.3, dense_units=16, batch_size=32, epochs=200, training_error_rate=0.0002643323387019336, training_accuracy=0.006616719998419285, testing_error_rate=3.057106368942186e-05, testing_accuracy=0.0040436056442558765, MASE: 1.552377700805664
Completed training for window=30, unit=64, dropout=0.3, dense_units=16, batch_size=64, epochs=50, training_error_rate=0.00037446568603627384, training_accuracy=0.007748900447040796, testing_error_rate=4.494659515330568e-05, testing_accuracy=0.004930843599140644, MASE: 1.8399726152420044
Completed training for window=30, unit=64, dropout=0.3, dense_units=16, batch_size=64, epochs=100, training_error_rate=0.0003602406941354275, training_accuracy=0.007861556485295296, testing_error_rate=4.2052965000038967e-05, testing_accuracy=0.004837705288082361, MASE: 1.8282338380813599
Completed training for window=30, unit=64, dropout=0.3, dense_units=16, batch_size=64, epochs=200, training_error_rate=0.00030196382431313396, training_accuracy=0.007165101822465658, testing_error_rate=3.698301225085743e-05, testing_accuracy=0.004411597736179829, MASE: 1.6827354431152344
Completed training for window=30, unit=64, dropout=0.3, dense_units=32, batch_size=16, epochs=50, training_error_rate=0.00024575021234340966, training_accuracy=0.006435023620724678, testing_error_rate=2.570897231635172e-05, testing_accuracy=0.0037070864345878363, MASE: 1.4552332162857056
Completed training for window=30, unit=64, dropout=0.3, dense_units=32, batch_size=16, epochs=100, training_error_rate=0.0002468438178766519, training_accuracy=0.006622132379561663, testing_error_rate=2.3107613742467947e-05, testing_accuracy=0.0034662834368646145, MASE: 1.3652729988098145
Completed training for window=30, unit=64, dropout=0.3, dense_units=32, batch_size=16, epochs=200, training_error_rate=0.0002596776466816664, training_accuracy=0.006999391596764326, testing_error_rate=2.5030602046172135e-05, testing_accuracy=0.00373181258328259, MASE: 1.3701698780059814
Completed training for window=30, unit=64, dropout=0.3, dense_units=32, batch_size=32, epochs=50, training_error_rate=0.0003039905277546495, training_accuracy=0.007205551490187645, testing_error_rate=3.416794061195105e-05, testing_accuracy=0.004241589922457933, MASE: 1.6276326179504395
Completed training for window=30, unit=64, dropout=0.3, dense_units=32, batch_size=32, epochs=100, training_error_rate=0.00027359501109458506, training_accuracy=0.006748436950147152, testing_error_rate=3.2100713724503294e-05, testing_accuracy=0.004145586863160133, MASE: 1.5765184164047241
Completed training for window=30, unit=64, dropout=0.3, dense_units=32, batch_size=32, epochs=200, training_error_rate=0.00027268260600976646, training_accuracy=0.00684310682117939, testing_error_rate=2.9958728191559203e-05, testing_accuracy=0.00400155084207654, MASE: 1.5970526933670044
Completed training for window=30, unit=64, dropout=0.3, dense_units=32, batch_size=64, epochs=50, training_error_rate=0.0004334794939495623, training_accuracy=0.008453910239040852, testing_error_rate=5.108721597935073e-05, testing_accuracy=0.005223515909165144, MASE: 2.027435541152954
Completed training for window=30, unit=64, dropout=0.3, dense_units=32, batch_size=64, epochs=100, training_error_rate=0.00037262667319737375, training_accuracy=0.008007485419511795, testing_error_rate=4.27500854129903e-05, testing_accuracy=0.0047674644738435745, MASE: 1.8844972848892212
Completed training for window=30, unit=64, dropout=0.3, dense_units=32, batch_size=64, epochs=200, training_error_rate=0.00038366319495253265, training_accuracy=0.00791124626994133, testing_error_rate=4.458981129573658e-05, testing_accuracy=0.004821884911507368, MASE: 1.8716187477111816
Completed training for window=60, unit=32, dropout=0.1, dense_units=16, batch_size=16, epochs=50, training_error_rate=0.00023617051192559302, training_accuracy=0.005979456938803196, testing_error_rate=2.4462193323415704e-05, testing_accuracy=0.003613481530919671, MASE: 1.3990150690078735
Completed training for window=60, unit=32, dropout=0.1, dense_units=16, batch_size=16, epochs=100, training_error_rate=0.0002503839787095785, training_accuracy=0.006407333537936211, testing_error_rate=2.7499079806148075e-05, testing_accuracy=0.003837515600025654, MASE: 1.4801994562149048
Completed training for window=60, unit=32, dropout=0.1, dense_units=16, batch_size=16, epochs=200, training_error_rate=0.00023829947167541832, training_accuracy=0.006062326021492481, testing_error_rate=2.3700336896581575e-05, testing_accuracy=0.003619226161390543, MASE: 1.4287327527999878
Completed training for window=60, unit=32, dropout=0.1, dense_units=16, batch_size=32, epochs=50, training_error_rate=0.00032150166225619614, training_accuracy=0.007139464840292931, testing_error_rate=3.776817175094038e-05, testing_accuracy=0.00447803782299161, MASE: 1.7004454135894775
Completed training for window=60, unit=32, dropout=0.1, dense_units=16, batch_size=32, epochs=100, training_error_rate=0.00032666526385582983, training_accuracy=0.007084107957780361, testing_error_rate=3.9836249925429e-05, testing_accuracy=0.004588614217936993, MASE: 1.7226483821868896
Completed training for window=60, unit=32, dropout=0.1, dense_units=16, batch_size=32, epochs=200, training_error_rate=0.00027225774829275906, training_accuracy=0.0065312799997627735, testing_error_rate=3.071416722377762e-05, testing_accuracy=0.004043666645884514, MASE: 1.6068288087844849
Completed training for window=60, unit=32, dropout=0.1, dense_units=16, batch_size=64, epochs=50, training_error_rate=0.0005194454570300877, training_accuracy=0.008765962906181812, testing_error_rate=5.175980550120585e-05, testing_accuracy=0.005247944034636021, MASE: 2.0727436542510986
Completed training for window=60, unit=32, dropout=0.1, dense_units=16, batch_size=64, epochs=100, training_error_rate=0.0003744225832633674, training_accuracy=0.007454469799995422, testing_error_rate=4.3698903027689084e-05, testing_accuracy=0.0048500727862119675, MASE: 1.8166145086288452
Completed training for window=60, unit=32, dropout=0.1, dense_units=16, batch_size=64, epochs=200, training_error_rate=0.0004596677317749709, training_accuracy=0.008648201823234558, testing_error_rate=5.373157182475552e-05, testing_accuracy=0.00545116513967514, MASE: 1.997003197669983
Completed training for window=60, unit=32, dropout=0.1, dense_units=32, batch_size=16, epochs=50, training_error_rate=0.0002639933372847736, training_accuracy=0.006929162424057722, testing_error_rate=2.6274194169673137e-05, testing_accuracy=0.0037623366806656122, MASE: 1.5228993892669678
Completed training for window=60, unit=32, dropout=0.1, dense_units=32, batch_size=16, epochs=100, training_error_rate=0.00024547381326556206, training_accuracy=0.006065622437745333, testing_error_rate=2.658977246028371e-05, testing_accuracy=0.0037400086876004934, MASE: 1.4078105688095093
Completed training for window=60, unit=32, dropout=0.1, dense_units=32, batch_size=16, epochs=200, training_error_rate=0.00025371971423737705, training_accuracy=0.006331294775009155, testing_error_rate=2.6755162252811715e-05, testing_accuracy=0.003765626111999154, MASE: 1.53245210647583
Completed training for window=60, unit=32, dropout=0.1, dense_units=32, batch_size=32, epochs=50, training_error_rate=0.0003175984602421522, training_accuracy=0.006928187794983387, testing_error_rate=3.516198194120079e-05, testing_accuracy=0.0043421038426458836, MASE: 1.6733189821243286
Completed training for window=60, unit=32, dropout=0.1, dense_units=32, batch_size=32, epochs=100, training_error_rate=0.0002937565732281655, training_accuracy=0.006884460337460041, testing_error_rate=3.427192132221535e-05, testing_accuracy=0.004237191751599312, MASE: 1.6630468368530273
VSCODE BROKE HERE SO STOPPED RUNNING
